// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

445759 "监工"
445760 "- 你的士兵们不再有时间抢掠敌人。-"
445761 "<ORANGE>拖住阿耳忒弥西亚的猛攻 %d"
445762 "战车监工"
445763 "骆驼突袭者监工"
445764 "突袭者监工"
445765 "剑士监工"
445766 "塞迦斧战士监工"
445767 "波斯步兵方阵监工"
445768 "冲击骑兵监工"
445769 "+ 尽可能拖住阿耳忒弥西亚的猛攻，越久越好。"



//
//Scenario Eleven
//

445800 "<BLUE>地米斯托克利：波斯人占领了雅典。他们封锁了海峡东面的出口，并将普绪塔勒阿岛作为海军基地。"
445801 "<BLUE>地米斯托克利：波斯大王下令埃及人控制住另一个出口。 "
445802 "<BLUE>地米斯托克利：敌人会从萨拉米斯湾来袭。而我们将在雅典娜的注视下把他们彻底击败。"
445803 "<BLUE>阿里司提戴斯：敌人怎么还没有打过来？难道是被列奥尼达的顽强抵抗吓坏了，不敢面对我们吗？"
445804 "<BLUE>阿里司提戴斯：兄弟们，你们闻到这股味道了吗？那是你们被米堤亚人烧毁的家园，是被敌人亵渎的神庙！现在，拿起你们的长矛，不将这座城市归还给雅典娜决不罢休！"
445805 "<BLUE>波律克利托斯：地米斯托克利，你我比任何人都更清楚一位优秀的海军上将的价值。我们的目标应该是波斯指挥官。"
445806 "<BLUE>地米斯托克利：我们在阿提卡的海岸边杀死了大流士的儿子——阿里阿比格涅斯！"
445807 "<BLUE>地米斯托克利：我们杀死了波斯国王的忠实走狗美伽比佐斯。"
445808 "<BLUE>阿里司提戴斯：你本该留在底比斯的家里，阿立俄马耳多斯。对你而言，阿提卡这里只有死亡。"
445809 "<BLUE>阿里司提戴斯：除了穿着黑袍的船夫，不会再有人供培加斯塔贡发号施令了。"
445810 "<BLUE>地米斯托克利：国王最心腹的指挥官们全部战死，变成了一具具臃肿的尸体。"
445811 "<BLUE>阿里司提戴斯：波斯营地玷污了大陆海岸。给这些入侵者点颜色瞧瞧，让他们知道到别人家撒野的下场是什么。"
445812 "<BLUE>阿里司提戴斯：我们应该像勇敢的忒修斯铲除这片土地上凶残的野兽一样，将这些入侵者从阿提卡的土地上彻底消灭。"
445813 "<BLUE>阿里司提戴斯：这场胜利的荣誉归雅典娜所有。把米提亚人的盾牌收到一起，它们会是上好的祭品。"
445814 "<BLUE>阿里司提戴斯：战神阿瑞斯，愿您见证这一切，并赐予我们更多力量。"
445815 "<BLUE>地米斯托克利：敌军营地已悉数铲除，他们在阿提卡土地上没有停留多久。"
445816 "<BLUE>阿里司提戴斯：虽然我并不想承认…但你的计划可谓天衣无缝，地米斯托克利。"
445817 "<BLUE>阿里司提戴斯：看吧！这就是听从我妙计的结果。你像一个诚实的人一样得到了回报，虽然诚实二字跟你无缘。"
445818 "<GREY>女祭司：我们萨拉米斯对暴力并不陌生，毕竟这里是埃阿斯长大的地方。而如今我们周围皆是残垣断壁…让人欲哭无泪。请把我那群可怜的侍女们安全地带到圣殿，地米斯托克利。"
445819 "<GREY>女祭司：感谢你，地米斯托克利。这座圣殿里有许多曾经属于强大的埃阿斯的古物。在你需要帮助之时可以拿走一件。"
445820 "<BLUE>地米斯托克利：埃阿斯长矛上的枪尾钉会提醒我的步兵们战斗到最后一刻。"
445821 "<BLUE>地米斯托克利：埃阿斯正是用厚重的盾牌躲过了神箭手图瑟的利箭。"
445822 "<BLUE>地米斯托克利：埃阿斯头盔上的马鬃徽章会激励我的骑兵们奋勇向前。"
445823 "<BLUE>地米斯托克利：薛西斯跑去支援他的一处封锁线。机会又来了，我有一计：如果我在这一侧或另一侧燃起烽火，就可以随心所欲地指挥他的船只了。"
445824 "<BLUE>地米斯托克利：薛西斯上钩了，他的中队朝着西面的出口驶去了。"
445825 "<BLUE>地米斯托克利：波斯大王这次没有上当，他将他的中队派去了普绪塔勒阿。"
445826 "<BLUE>地米斯托克利：波斯大王中计了，他将他的中队派去了普绪塔勒阿。"
445827 "<BLUE>地米斯托克利：薛西斯识破了我们的计谋，他将他的中队派去了西边的封锁线。"
445828 "<BLUE>阿里司提戴斯：波斯人试图在萨拉米斯登陆！我们必须把他们赶回到船上！"
445829 "<BLUE>阿里司提戴斯：一支波斯的登陆部队已经逼近！保卫这座岛屿！"
445830 "<BLUE>阿里司提戴斯：波斯人想要登陆萨拉米斯！"
445831 "<BLUE>地米斯托克利：薛西斯前来攻击萨拉米斯。击退他的部队！"
445832 "<BLUE>阿里司提戴斯：他们来了，是国王的那群埃及奴隶，坐他们用金合欢树造的船来的。"
445833 "<BLUE>地米斯托克利：在波斯国王的所有臣民中，最鄙视他的莫过于埃及人了。他就不该指望这群不靠谱的贱人把我们堵在海峡！"
445834 "<BLUE>阿里司提戴斯：清除这群普绪塔勒阿的米堤亚人！"
445835 "<BLUE>阿里司提戴斯：我们已经将这座岛上的米堤亚人全部消灭，就像水手把船上的藤壶全部擦得干干净净一样。"
445836 "<YELLOW>阿耳忒弥西亚：我还劝国王不要在此和你们交战，雅典人。不过都无所谓了，我还是会把你们打垮的。"
445837 "<BLUE>阿里司提戴斯：阿耳忒弥西亚，即便是比你更凶悍的好战女王在雅典也曾铩羽而归。我们会像忒修斯击退亚马逊女战士那样，阻止你们的入侵。"
445838 "<YELLOW>阿耳忒弥西亚：放火烧掉这座堡垒！如果希腊人不肯在公海上面对我们，我们就把他们统统烧死。 "
445839 "<YELLOW>阿耳忒弥西亚：我受够了这样的愚蠢行为。调转船头，返回哈利卡尔那索斯！无论是敌是友，胆敢阻挡者一律将其撞沉！"
445840 "<BLUE>阿里司提戴斯：虽然我并不愿意承认…不过这一仗打得漂亮，地米斯托克利。"
445841 "<BLUE>地米斯托克利：听我说，阿里司提戴斯。你这样凶猛地战斗，无非就是为了胸中的一口闷气。"
445842 "<BLUE>地米斯托克利：兄弟们，继续前进！重回阿提卡海岸，夺回比雷埃夫斯！"
445843 "<BLUE>阿里司提戴斯：萨拉米斯要塞沦陷了。天啊，我们怎么办呢？"
445844 "<BLUE>地米斯托克利：胜利了！让波斯大王亲眼看看，他所有装备精良的战船再加上潮水般的士兵，都敌不过希腊人的神机妙算。"
445845 "11. 神圣的萨拉米斯"
445846 "公元前 480 年，萨拉米斯湾"
445847 "希腊舰队停泊在萨拉米斯湾，两个出口都被波斯人封锁住了。远处的雅典已深陷火海。地米斯托克利必须占据上风，否则希腊必败无疑。"
445848 "雅典娜神庙"
445849 "萨拉米斯"
445850 "普绪塔勒阿"
445851 "薛西斯"
445852 "埃及封锁"
445853 "- 突破埃及人的封锁。"
445854 "+ 摧毁在比雷埃夫斯的波斯堡垒。"
445855 "- 击沉 <Commanders>/4 名波斯指挥官。"
445856 "- 摧毁 <Tents>/3 座波斯营地。"
445857 "+ 不要失去在萨拉米斯的堡垒。"
445858 "- 训练 5 名女祭司，并将她们带到雅典娜圣殿。"
445859 "- 向其中一处封锁发送信号，试图将薛西斯的援军派往那里。"
445860 "- 向其中一处封锁发送信号，趁机指挥薛西斯的援军前往那里，好让你可以集中火力突破较弱的封锁。"
445861 "- 在雅典娜神庙选择一个光环。"
445862 "- 在雅典娜神庙为地米斯托克利选择一个光环效果。选择后，可让地米斯托克利在陆地上时强化附近的骑兵、步兵或弓兵，并在海上时强化箭船、冲击船和小艇。"
445863 "- 击败波斯在萨拉米斯的登陆部队。"
445864 "- 你的信号欺骗了薛西斯！-"
445865 "- 你的信号这次没能欺骗薛西斯。-"
445866 "+ 突破埃及人的封锁，阻止大部分攻击"
445867 "- 突破埃及人的封锁"
445868 "                       或"
445869 "+ 突破普绪塔勒阿封锁"
445870 "+ 摧毁在比雷埃夫斯的波斯堡垒。"
445871 "<YELLOW> 阿耳忒弥西亚在 %d 之后发起攻击"
445872 "是时候向薛西斯发送信号了 %d"
445873 "-萨拉米斯将能派来的都派来了-"
445874 "+ 摧毁普绪塔勒阿的封锁。"
445875 "- 在造船厂治疗地米斯托克利"
445876 "- 在堡垒治疗阿里司提戴斯"
445877 "+ 击破普绪塔勒阿封锁。"
445878 "+ 摧毁在比雷埃夫斯的 <Forts>/2 座波斯堡垒。"
445879 "+ 抵御住阿耳忒弥西亚对萨拉米斯发起的攻击。"
445880 "<YELLOW>阿耳忒弥西亚在 %d 之后攻击萨拉米斯"
445881 "- 找到在萨拉米斯的雅典娜神庙。"
445882 "<ORANGE> 薛西斯在 %d 之后攻击萨拉米斯"
445883 "+ 准备好保卫萨拉米斯。"
445884 "+ 保卫萨拉米斯，抵御波斯人的攻击。"
445885 "普绪塔勒阿封锁"
445886 "- 在造船厂解锁更多科技！-"
445887 "1. 你被封锁了！你不能在萨拉米斯西海岸线上建造港口或造船厂。\n\n2. 雅典人可以在城镇中心选择不同的政策，这会对你产生全局影响。你可以根据需要随时切换政策，选择最适合自己需要的政策。更换政策的费用会随着次数的增加而增加，最高 150 黄金。\n\n3. 本剧本包含一个地米斯托克利需要完成的光环任务：寻找女祭祀！"
445888 "骑兵/箭船光环 II"
445889 "选择<b>骑兵/箭船光环 II<b>\n增强地米斯托克利在陆地上时骑兵光环的效果，并增强地米斯托克利在海上时箭船光环的效果。"
445889_perth "增加地米斯托克利在陆地上时骑兵光环的效果，并增加地米斯托克利在海上时箭船光环的效果。"
445890 "步兵/单列桨座战船光环 II"
445891 "选择<b>步兵/单列桨座战船光环 II<b>\n增强地米斯托克利在陆地上时步兵光环的效果，并增强地米斯托克利在海上时单列桨座战船光环的效果。"
445891_perth "增加地米斯托克利在陆地上时步兵光环的效果，并增加地米斯托克利在海上时单列桨座战船光环的效果。"
445892 "弓兵/小艇光环 II"
445893 "选择<b>弓兵/小艇光环 II<b>\n增强地米斯托克利在陆地上时弓兵光环的效果，并增强地米斯托克利在海上时小艇光环的效果。"
445893_perth "增加地米斯托克利在陆地上时弓兵光环的效果，并增加地米斯托克利在海上时小艇光环的效果。"
445894 "骑兵/箭船光环 III"
445895 "选择<b>骑兵/箭船光环 III<b>\n最大程度增强地米斯托克利在陆地上时骑兵光环的效果，并最大程度增强地米斯托克利在海上时箭船光环的效果。"
445895_perth "最大限度发挥地米斯托克利在陆地上时骑兵光环的效果，并最大限度发挥地米斯托克利在海上时箭船光环的效果。"
445896 "步兵/单列桨座战船光环 III"
445897 "选择<b>步兵/单列桨座战船光环 III<b>\n最大程度增强地米斯托克利在陆地上时步兵光环的效果，并最大程度增强地米斯托克利在海上时单列桨座战船光环的效果。"
445897_perth "最大限度发挥地米斯托克利在陆地上时步兵光环的效果，并最大限度发挥地米斯托克利在海上时单列桨座战船光环的效果。"
445898 "弓兵/小艇光环 III"
445899 "选择<b>弓兵/小艇光环 III<b>\n最大程度增强地米斯托克利在陆地上时弓兵光环的效果，并最大程度增强地米斯托克利在海上时小艇光环的效果。"
445899_perth "最大限度发挥加地米斯托克利在陆地上时弓兵光环的效果，并最大限度发挥地米斯托克利在海上时小艇光环的效果。"
445900 "波斯人来了！准备好你的海军，抵御他们的进攻！"
445901 "阿耳忒弥西亚来了！准备在萨拉米斯抵御她的攻击！"
445902 "- 在造船厂治疗波律克利托斯。"
445903 "波律克利托斯的船只被击沉了！"
445904 "波律克利托斯重返战场！"
445905 "- 在雅典娜圣殿选择一个光环效果。"
445906 "- 战船攻击力 +1。-"
445907 "- 战船生命值 +20。-"





//
//Scenario Twelve
//

446000 "<BLUE>阿里司提戴斯：啊，穿着青铜护胫甲的亚加亚人向东航行——真是个适合吟游诗人的故事！我们甚至还有自己的狡猾奥德修斯。"
446001 "<BLUE>地米斯托克利：我想你可以当阿喀琉斯了。或者爱东拉西扯的内斯特…"
446002 "<RED>帕萨尼亚斯：上岸吧，所有人。塞浦路斯的国王们声称效忠于米堤亚人——当我们占领他们的城市后，他们就不会这么做了！"
446003 "<BLUE>地米斯托克利：占领这个村庄！"
446004 "<BLUE>阿里司提戴斯：这里的城市还残留着爱奥尼亚起义被镇压留下的伤痕。如果我们能修复这些伤痕，他们也许会心甘情愿地归顺我们。"
446005 "<BLUE>地米斯托克利：这个村庄现在可以为我们提供补给了。"
446006 "<BLUE>地米斯托克利：我们占领了一个村庄。"
446007 "<BLUE>地米斯托克利：又一个村庄被占领了。"
446008 "<BLUE>地米斯托克利：我们现在控制着这个村庄。"
446009 "<BLUE>地米斯托克利：这个村庄是我们的了。"
446010 "<BLUE>阿里司提戴斯：又一个村庄获得解放。"
446011 "<BLUE>阿里司提戴斯：我们控制着另一个村庄。"
446012 "<BLUE>阿里司提戴斯：我们征服了这个村庄。"
446013 "<BLUE>阿里司提戴斯：这个村庄将为我们勇敢的士兵提供补给。"
446014 "<RED>帕萨尼亚斯：跟上，你们这些慢悠悠的酒鬼！"
446015 "<RED>帕萨尼亚斯：一如既往，十几个斯巴达人就可以完成一千个希腊人的工作！"
446016 "<RED>帕萨尼亚斯：又一个村庄臣服于斯巴达的强大力量。 "
446017 "<RED>帕萨尼亚斯：又一个村庄归属于斯巴达了。我们应该把你们其余人留在船上。"
446018 "<BLUE>地米斯托克利：帮帮我，如果你不介意的话？"
446019 "<BLUE>地米斯托克利：我们这里需要你，帕萨尼亚斯。"
446020 "<BLUE>阿里司提戴斯：我们需要斯巴达武装。"
446021 "<BLUE>阿里司提戴斯：一起出击！"
446022 "<RED>帕萨尼亚斯：前进，斯巴达人！"
446023 "<RED>帕萨尼亚斯：斯巴达人，让这些弱者看看真正的战士是如何战斗的！"
446024 "<RED>帕萨尼亚斯：盟友在乞求我们的帮助，伙计们。"
446025 "<RED>帕萨尼亚斯：攻击！"
446026 "<RED>帕萨尼亚斯：斯巴达人，前面带路。"
446027 "<RED>帕萨尼亚斯：站起来，伙计们！"
446028 "<BLUE>帕萨尼亚斯：斯巴达人暂时没有足够的人手来支援我们。"
446029 "<RED>帕萨尼亚斯：我的人需要休息。"
446030 "<RED>帕萨尼亚斯：雅典人，我们准备好了就会出击。"
446031 "<RED>帕萨尼亚斯：我的人流血已经流得够多了。"
446032 "<ORANGE>阿耳忒弥西亚：我会夺回你们窃取的每一座城镇。"
446033 "<ORANGE>阿耳忒弥西亚：你们这些蠢货，真不该来这里。"
446034 "<ORANGE>阿耳忒弥西亚：快逃吧，免得我把你们扔回海里！"
446035 "<ORANGE>阿耳忒弥西亚：你们不会从这个村子里拿走半点东西。"
446036 "<BLUE>阿里司提戴斯：我们已拥有塔马索斯及其丰富的铜矿。"
446037 "<BLUE>阿里司提戴斯：索洛伊人，我们会善待你们的：因为你们的名字是以梭伦命名的，他为你们铺设了城市街道，为雅典制定了法律。"
446038 "<BLUE>阿里司提戴斯：莱德莱人，我们来不是为了征服，而是为了解放！"
446039 "<BLUE>地米斯托克利：再一次，我在萨拉米斯大获全胜。还以为他们会给这座城市起一个更有创意的名字。"
446040 "<BLUE>地米斯托克利：我们已占领帕福斯，阿佛洛狄忒的诞生地。如果你们中有人爱情不顺，我建议你们快去祈祷..."
446041 "<BLUE>地米斯托克利：我们已夺回这座城市！"
446042 "<BLUE>地米斯托克利：这座城市再次属于我们。"
446043 "<BLUE>阿里司提戴斯：我们再次占领了这座城市。"
446044 "<BLUE>阿里司提戴斯：我们失去了塔马索斯！"
446045 "<BLUE>阿里司提戴斯：索洛伊失守了！"
446046 "<BLUE>地米斯托克利：莱德莱再次落入敌人之手。"
446047 "<RED>帕萨尼亚斯：双子神在上，萨拉米斯失守了！"
446048 "<RED>帕萨尼亚斯：你们这些蠢货，帕福斯失守了！"
446049 "<BLUE>波律克利托斯：坏消息——波斯人知道我们在这里，他们正派援军过来。我们必须尽我们所能继续发展。"
446050 "<BLUE>波律克利托斯：波斯舰队就要来了——我听说，是由阿耳忒弥西亚女王亲自率领。"
446051 "<ORANGE>阿耳忒弥西亚：你们已经离家很远了，雅典人。你的妻子要过一段时间才会知道自己已经是个寡妇。"
446052 "<ORANGE>阿耳忒弥西亚：把船装满，然后把我们送回卡里亚！如果他们这么想要这块该死的石头，那就让他们留着吧。"
446053 "<BLUE>地米斯托克利：这些波斯人的帐篷上覆盖着多么精美的毛皮啊——我甚至不知道其中一半动物的名字。"
446054 "<ORANGE>阿耳忒弥西亚：这些帐篷对你们这样的人来说太华丽了，地米斯托克利。  "
446055 "<BLUE>阿里司提戴斯：快看那——是盐湖！不过火烈鸟好像已经逃走了…"
446056 "<BLUE>阿里司提戴斯：不仅是个阴谋家，还是个战士。我很高兴我们站在同一战线，地米斯托克利。"
446057 "<BLUE>地米斯托克利：也许你确实可以与阿喀琉斯相提并论。阿里司提戴斯，你今天干掉了多少个？"
446058 "<BLUE>阿里司提戴斯：萨拉米斯城由一位祭司国王统治，据说他在寻找一件失落的圣物——墨涅拉俄斯从特洛伊回来时留在这里的金碗。如果我们将其归还，那么我们不用武力就能守住萨拉米斯。"
446059 "<BLUE>阿里司提戴斯：就在那，墨涅拉俄斯的碗！我们把它带到萨拉米斯附近的祭坛去吧。"
446060 "<RED>帕萨尼亚斯：把那碗拿来，雅典人。墨涅拉俄斯曾是斯巴达国王，所以这是斯巴达的圣物。"
446061 "<BLUE>阿里司提戴斯：接受这件圣物吧，尊贵的萨拉米斯国王，我们是带着诚意而来。 "
446062 "<RED>帕萨尼亚斯：正确的选择，雅典人。在斯巴达，我们会鞭笞那些拿走不属于自己东西的人。"
446063 "<BLUE>地米斯托克利：塞浦路斯是我们的了！这个伟大的联盟大获全胜。"
446064 "<RED>帕萨尼亚斯：这是斯巴达人的胜利。如果没有红斗篷在前，你们这些懒惰的乌合之众还在沙滩上呢。现在，回到船上：我们继续前进。"
446065 "12. 穿过酒色深幽的大海"
446066 "公元前 478 年，塞浦路斯"
446067 "希腊向波斯大胆发起反击，袭击了塞浦路斯重要的海军基地。那里数量众多的王国将会是一块块难啃的骨头…"
446068 "帕萨尼亚斯"
446069 "帕福斯"
446070 "塔马索斯"
446071 "索洛伊"
446072 "莱德莱"
446073 "墨涅拉俄斯之碗"
446074 "萨拉米斯宙斯神庙"
446075 "萨拉米斯祭司国王"
446076 "阿佛洛狄忒圣殿"
446077 "伊希斯圣殿"
446078 "塞浦路斯村庄"
446079 "波斯战场营地"
446080 "指挥帐篷"
446081 "+ 通过占领村庄的强化防御塔来夺取村庄。"
446082 "+ 占领村庄以增加资源生成。"
446083 "+ 通过占领塞浦路斯村庄的强化防御塔 (降低塔的生命值) 来夺取村庄。\n每个村庄都会加快木材、食物或黄金的生成速度。"
446084 "+ 通过占领王国的堡垒来夺取王国。"
446085 "+ 通过占领位于塞浦路斯王国主要城市的堡垒来占领王国。为此，击败周围的单位并降低堡垒的生命值，直到将城市招降为同盟。"
446086 "+ 通过占领城市的堡垒来夺取 4 座城市 (已控制 <P1Cities/4 座城市)。"
446087 "- 在指挥帐篷训练一名石匠。\n工匠们无需战斗即可夺取王国。"
446088 "- 在指挥帐篷训练一名石匠。\n如果将石匠带到敌方堡垒，即可和平招降王国。"
446089 "- 将石匠带到敌方堡垒以占领堡垒。"
446090 "- 使用闪光指示斯巴达人展开攻击。"
446091 "- 在一座山中的圣殿里找到墨涅拉俄斯之碗。"
446092 "- 将墨涅拉俄斯之碗带到萨拉米斯附近的圣殿\n或者"
446093 "- 将墨涅拉俄斯之碗带到帕萨尼亚斯的营地。"
446094 "- 使用女祭司将墨涅拉俄斯之碗带到萨拉米斯宙斯神庙"
446095 "- 使用女祭司将墨涅拉俄斯之碗带到帕萨尼亚斯。"
446096 "- 通过占领波斯战场营地的城镇中心来控制营地。"
446097 "- 击败周围的单位并降低波斯战场营地的城镇中心生命值，直到招降营地归你控制，从而占领城镇中心。"
446098 "- 击败阿尔忒弥西亚的军队。"
446099 "石匠"
446100 "生产<b>石匠<b> (<cost>)\n非战斗单位，派遣石匠前往塞浦路斯城市中的堡垒，以便招降塞浦路斯王国加入你的阵营。"
446101 "- 你现在可以训练石匠了。-"
446102 "- 已研究帝王时代。-"
446103 "- 帕萨尼亚斯现拥有精锐的希腊步兵。-"
446104 "- 骑兵/箭船光环已最大化。-"
446105 "- 弓兵/小艇光环已最大化。-"
446106 "- 步兵/冲击船光环已最大化。-"
446107 "<YELLOW>阿耳忒弥西亚将在 %d 后抵达"
446108 "已占领村庄：食物收入增加。"
446109 "<AQUA> 帕福斯夺回了一个村庄！"
446110 "已占领村庄：黄金收入增加。"
446111 "<YELLOW> 塔马索斯夺回了一个村庄！"
446112 "已占领村庄：木材收入增加。"
446113 "<GREEN> 索利夺回了一个村庄！"
446114 "<GREY> 莱纳德夺回了一个村庄！"
446115 "<PURPLE> 萨拉米斯夺回了一个村庄！"
446116 "+ 控制 4 座城市 (已控制 <P1Cities>/4 座城市)。"
446117 "- 占领 <P1Cities>/2 座城市以升级到帝王时代。"
446118 "- 占领村庄以产生不同的资源 (食物、木材和黄金)。"
446119 "- 占领村庄以产生不同的资源。"
446120 "- 用闪光指引帕萨尼亚斯的军队。"
446121 "+ 通过破坏中央防御工事来占领村庄。"
446122 "塞浦路斯人"
446123 "使用闪光来指引帕萨尼亚斯的军队。"
446124 "村庄失守：木材收入减少。"
446125 "村庄失守：食物收入减少。"
446126 "村庄失守：黄金收入减少。"
446127 "1. 在本剧本中，你会被动地产生资源。要提高产生资源的速度，就要占领村庄。每个村庄都会增加你的木材、食物或黄金的收入。\n\n2. 要占领一个村庄，先占领其中央塔楼 (降低其生命值)；要占领一个城市，先占领其堡垒 (降低其生命值)。\n\n3. 第一次占领村庄时，你将获得大量资源。\n\n4. 使用闪光指引帕萨尼亚斯来帮助你。PC：小地图左侧按钮；Xbox：右扳机键 + 方向键 (上)。"
446128 "<RED>帕萨尼亚斯正在生闷气，在 %d 内不会回应"
446129 "墨涅拉俄斯之碗已被摧毁！"
446130 "友方女祭司加入了你的阵营！"
446131 "帕萨尼亚斯的希腊步兵已升级！"
446132 "<b>墨涅拉俄斯之碗<b>\n<hp> <attack> <armor> <piercearmor> <range>"


//
//Scenario Thirteen
//

446200 "<RED>帕萨尼亚斯：准备进攻吧，你们这群懒惰的臭烘烘的无赖！要不是被你们拖着，我们早就用长矛刺死他们的波斯大王了！"
446201 "<BLUE>地米斯托克利：帕萨尼亚斯就像一条疯狗：他需要有人看着，否则他会把朋友当作敌人一样对待。"
446202 "<BLUE>阿里司提戴斯：你不是第一个这么说的人。斯巴达人不知道如何管理这些肆意妄为之人。"
446203 "<BLUE>地米斯托克利：看啊，波斯人宁可烧掉自己的仓库，也不愿让我们冒险占领！快阻止他们，否则就什么都不剩了！"
446204 "<BLUE>地米斯托克利：在波斯人摧毁它之前，我们夺回了这个仓库，但当我们进入拜占庭时，他们无疑会试图烧毁其他有价值的地方。"
446205 "<BLUE>地米斯托克利：波斯人宁愿烧毁仓库，也不让我们得到它。当我们进入拜占庭时，他们无疑也会试图烧毁其他有价值的地方。"
446206 "<RED>帕萨尼亚斯：等不住了吧，斯巴达人，不管有没有其他人，现在就向拜占庭进军！"
446207 "<BLUE>地米斯托克利：宙斯保佑，当帕萨尼亚斯冲进城时，波斯人一定会紧随其后烧毁任何有价值的东西！我们必须冲进去，能救多少就救多少！"
446208 "<RED>帕萨尼亚斯：我们冲进来了，兄弟们！用波斯人的鲜血犒赏自己吧！"
446209 "<BLUE>地米斯托克利：失去宙斯圣殿确实是一件不幸的事。"
446210 "<BLUE>地米斯托克利：我们夺回了波塞冬的圣殿。"
446211 "<BLUE>地米斯托克利：埃阿斯祭坛安全了。"
446212 "<BLUE>地米斯托克利：阿波罗圣殿得救了。"
446213 "<BLUE>阿里司提戴斯：保佑我们吧，狄俄尼索斯，你的圣殿得救了。"
446214 "<BLUE>阿里司提戴斯：阿佛洛狄忒，你的祭坛安全了。"
446215 "<BLUE>阿里司提戴斯：我们已经控制了阿耳忒弥斯圣殿。"
446216 "<BLUE>地米斯托克利：噢，宙斯啊，我们无法拯救你的圣殿。"
446217 "<BLUE>地米斯托克利：波塞冬的圣殿失守了。"
446218 "<BLUE>地米斯托克利：埃阿斯的祭坛烧毁了！"
446219 "<BLUE>地米斯托克利：我们没能保住阿波罗的圣殿。"
446220 "<BLUE>阿里司提戴斯：狄俄尼索斯圣殿已化为废墟！"
446221 "<BLUE>阿里司提戴斯：原谅我们，阿佛洛狄忒，我们没能保住你的祭坛。"
446222 "<BLUE>阿里司提戴斯：阿耳忒弥斯圣殿烧毁了。"
446223 "<BLUE>阿里司提戴斯：波斯人正想烧毁这片区域！快阻止他们！"
446224 "<BLUE>阿里司提戴斯：波斯人在我们身后烧毁了这座城市！向他们进攻！"
446225 "<BLUE>地米斯托克利：如果我们不阻止这些纵火犯，这片区域就什么都不剩了。"
446226 "<BLUE>地米斯托克利：能拯救多少就拯救多少！"
446227 "<BLUE>阿里司提戴斯：他们正在烧毁内城！"
446228 "<BLUE>阿里司提戴斯：北部码头有人纵火！"
446229 "<BLUE>阿里司提戴斯：在这座城市被夷为平地之前阻止那些波斯人！"
446230 "<BLUE>地米斯托克利：他们没有打算给我们留下什么。"
446231 "<BLUE>地米斯托克利：他们对城市的掠夺仍在继续。"
446232 "<BLUE>地米斯托克利：他们正摧毁另一片区域。"
446233 "<RED>帕萨尼亚斯：想烧就烧吧，你们这群狗东西，我不是为了这些东西而来，我你们要血债血偿。"
446234 "<BLUE>阿里司提戴斯：波斯人带着赫利俄斯雕像潜逃了！快阻止他们！"
446235 "<BLUE>阿里司提戴斯：快行动起来，兄弟们！如果波斯人把雕像弄上船，我们就永远失去它了！"
446236 "<BLUE>阿里司提戴斯：他们带着雕像逃跑了，那是波斯大王宫廷的另一件饰品。"
446237 "<RED>帕萨尼亚斯：把雕像给我带过来。这是命令。"
446238 "<PURPLE>波律克利托斯：地米斯托克利，把雕像带到盟军营地，我要确保帕萨尼亚斯无法用他沾满鲜血的手拿到它。真晦气，我宁愿相信一个雅典人..."
446239 "<RED>帕萨尼亚斯：斯巴达人，你们终于来了！集合吧，向永不疲倦的太阳神赫利俄斯献上祭品，祈求他用金色的光芒照亮我们的英勇事业！"
446240 "<PURPLE>波律克利托斯：这座雕像多么精致，多么优雅...完全不像那个恶棍帕萨尼亚斯。"
446241 "<RED>帕萨尼亚斯：你无视我的命令，雅典人。对我来说，你还不如最卑贱的奴隶！"
446242 "<RED>帕萨尼亚斯：斯巴达人，不要留活口！"
446243 "<RED>帕萨尼亚斯：干掉这些波斯人！"
446244 "<RED>帕萨尼亚斯：我要看到你们的长矛上沾满鲜血。任何逃兵都会被从城墙上扔下去！"
446245 "<RED>帕萨尼亚斯：双子神保佑，我要血债血偿！"
446246 "<RED>帕萨尼亚斯：阿耳忒弥斯·奥尔提亚，请赐予我力量来消灭我的敌人吧，我会在您的祭坛前献上象牙祭品。"
446247 "<RED>帕萨尼亚斯：至少波斯大王还有征服欲，不像你们这群软蛋！也许，他更适合成为斯巴达的盟友。"
446248 "<RED>帕萨尼亚斯：这些“盟友”并非战士，而是适合做奴隶的人。"
446249 "<RED>帕萨尼亚斯：我们带来的这些可怜虫都是些什么人？厄基那人，科林斯人，西锡安人...全都是懦夫。"
446250 "<RED>帕萨尼亚斯：如果没有这些软脚虾，我们会走得更快。"
446251 "<RED>帕萨尼亚斯：列奥尼达真是个傻瓜，竟然为你这样的人而死！早知道我们就应该把伯罗奔尼撒围起来，把你们全部都留给波斯人。"
446252 "<BLUE>阿里司提戴斯：地米斯托克利，嗜血的阿瑞斯今天眷顾你了。我很高兴能与你并肩作战。"
446253 "<BLUE>地米斯托克利：我的天啊，你太能打了，阿里司提戴斯。如果我们一开始就携手，现在一定会功成名就。"
446254 "<PURPLE>波律克利托斯：愿爱法伊娥保佑你们进城。我们要利用船只从海上攻击港口。"
446255 "<PURPLE>波律克利托斯：希腊没有反抗波斯的暴政，却被斯巴达当奴隶一样对待。"
446256 "<PURPLE>波律克利托斯：希俄斯人、萨摩斯人、特洛曾人都一致认为，帕萨尼亚斯的脑子不太正常。"
